first_name,last_name,date_of_birth,current_school,current_grade,default_discount_percentage
Catherine,Dinh,2009-08-03,Truong THPT Nguyen Trai,,36.6
Emma,Vu,2010-12-10,,,46.1
Emma,Pham,,,Senior,37.1
Binh,Bui,,Truong THPT Hai Ba Trung,Senior,19.1
Linh,Phung,2008-11-08,,Freshman,33.0
Catherine,Dinh,,,11,32.3
Frank,Rodriguez,2009-03-14,University of California,,34.1
Yen,Jones,2007-11-24,,10,2.7
Nam,Martin,2007-12-19,Truong THPT Vo Thi Sau,,22.3
Tina,Phan,2011-01-18,Harvard University,11,11.8
Yen,Duong,2011-02-01,,,39.9
Xuan,Rodriguez,2010-07-22,Truong THPT Hai Ba Trung,Senior,19.0
Minh,Phung,2009-01-11,,Sophomore,27.7
Kelly,Dang,2011-06-18,Truong THPT Nguyen Trai,10,34.5
Quang,Gonzalez,2009-01-02,Duke University,10,6.1
Paul,Pham,2008-10-14,Truong THPT Nguyen Hue,9,32.5
Xuan,Truong,2009-07-27,,9,20.3
Sang,Lopez,2010-02-15,Columbia University,,28.0
Maya,Brown,2011-02-18,Truong THPT Hai Ba Trung,Junior,12.0
Uyen,Dang,2011-01-04,Stanford University,11,5.8
Ivy,Garcia,,Truong THPT Nguyen Du,,43.4
Tina,Ly,2008-12-16,,,45.0
Uyen,Martinez,2008-05-09,Truong THPT Le Loi,Freshman,2.2
Xuan,Garcia,2010-10-12,Truong THPT Quang Trung,Junior,31.9
Thu,Lopez,2009-07-06,Northwestern University,11,13.1
Catherine,Thomas,2008-02-13,University of California,10,41.6
An,Vu,2008-11-02,Truong THPT Nguyen Hue,Sophomore,38.8
Grace,Hoang,,Truong THPT Nguyen Du,,44.9
Hoa,Phan,2010-04-03,Stanford University,9,38.6
Alex,Ly,2009-10-11,Harvard University,10,38.1
Khanh,Rodriguez,2008-02-27,University of California,Sophomore,20.3
Oanh,Brown,2010-11-18,,,12.5
David,Martin,2008-02-21,Truong THPT Hai Ba Trung,,24.9
Giang,Rodriguez,2008-05-31,Truong THPT Tran Phu,,42.8
Henry,Nguyen,2010-10-15,Truong THPT Le Quy Don,11,13.7
Sam,Martin,2011-06-28,Truong THPT Nguyen Hue,,23.9
Maya,Hoang,2011-10-13,,,0.7
Xuan,Nguyen,2011-05-01,Columbia University,,12.8
Quang,Hoang,2010-07-06,,10,9.4
Hoa,Bui,2009-01-28,,Freshman,21.7
Nam,Do,2009-02-22,MIT,,44.9
Frank,Wilson,2008-02-17,Duke University,,48.9
Ivy,Ngo,2009-03-26,Columbia University,,40.7
Alex,Duong,2008-06-11,,Junior,33.9
Kelly,Lopez,2008-05-18,Truong THPT Nguyen Trai,10,7.5
Quang,Hoang,2011-07-22,Truong THPT Quang Trung,Senior,0.6
Maya,Lopez,2010-03-05,,,18.5
Rachel,Miller,2008-06-14,,Junior,34.7
Maya,Jones,2008-09-24,,9,36.7
David,Garcia,2011-01-05,University of Chicago,,37.4
Quinn,Hernandez,2010-02-17,,Senior,12.5
Xuan,Martin,,University of California,Junior,34.4
Alex,Do,2010-12-10,,10,34.5
Ivy,Lopez,2010-10-25,,,45.0
Giang,Dong,2008-04-06,Truong THPT Vo Thi Sau,11,23.6
Emma,Taylor,2010-08-03,Truong THPT Hai Ba Trung,,41.3
Nam,Jones,2008-03-06,,,0.8
Noah,Vu,2010-09-11,Yale University,10,0.9
Yen,Rodriguez,2010-04-04,Harvard University,Sophomore,49.2
Emma,Lopez,2010-09-30,Princeton University,11,12.3
David,Dang,2007-12-09,,Freshman,7.4
Binh,Anderson,2008-04-18,University of California,,24.7
Thu,Jackson,2010-12-21,,9,26.6
Phong,Rodriguez,2007-11-14,University of California,11,41.4
Quang,Vo,2008-07-03,,Senior,47.7
Noah,Anderson,2011-10-28,,9,45.8
Brian,Anderson,2008-02-26,,Senior,43.4
Grace,Thomas,2008-04-03,Stanford University,,18.8
Chi,Tran,2011-01-14,MIT,,44.5
Noah,Dinh,2010-02-24,Duke University,,8.9
Khanh,Wilson,,,10,23.6
Emma,Davis,2009-07-25,University of Chicago,,44.0
Noah,Dinh,2011-09-10,Stanford University,11,46.4
Sang,Brown,2008-10-12,Truong THPT Tran Phu,,23.1
Frank,Anderson,2011-01-08,University of California,,34.1
Nam,Miller,2007-11-10,Truong THPT Ly Tu Trong,11,2.5
Hoa,Pham,2008-10-23,Truong THPT Le Loi,,3.6
Maya,Garcia,,Truong THPT Nguyen Du,Junior,24.7
Grace,Vo,2011-02-06,Truong THPT Ly Tu Trong,Senior,45.9
Jack,Ho,2009-10-27,University of Chicago,Freshman,25.2
Phong,Vo,2010-06-22,Truong THPT Hai Ba Trung,,37.2
Em,Le,,Yale University,11,14.1
Sang,Williams,2010-01-01,,,44.3
Yen,Miller,2007-12-22,Truong THPT Nguyen Trai,10,38.2
Ivy,Johnson,,Truong THPT Hai Ba Trung,,28.8
Liam,Martin,2009-07-20,,Freshman,5.1
Giang,Taylor,2008-06-14,,Sophomore,47.6
Rachel,Dang,2009-04-10,Northwestern University,12,4.6
Grace,Tran,2008-11-11,,,38.1
Olivia,Hoang,2010-08-22,Duke University,Sophomore,49.3
Thu,Miller,2009-05-20,Yale University,,36.8
Noah,Dong,,,12,49.6
An,Wilson,2010-10-16,,,20.9
Oanh,Lopez,,Truong THPT Nguyen Trai,Sophomore,45.5
Uyen,Nguyen,2010-12-12,Truong THPT Vo Thi Sau,,35.5
Henry,Dang,2010-04-08,Yale University,Junior,20.7
Oanh,Rodriguez,2009-10-19,Truong THPT Tran Phu,,21.8
Paul,Moore,2008-01-24,Truong THPT Ly Tu Trong,10,3.5
An,Williams,2009-08-17,,12,7.2
Binh,Le,2008-01-16,Yale University,Freshman,34.7
Oanh,Dinh,2008-04-16,,Freshman,31.2
Sang,Martinez,2009-07-27,,12,16.5
Ivy,Do,2009-10-21,,,21.6
Kelly,Do,2009-04-13,Truong THPT Nguyen Hue,,2.5
Minh,Rodriguez,2009-06-05,Truong THPT Quang Trung,Freshman,8.7
Kelly,Dong,2009-06-26,Truong THPT Le Loi,,7.7
Rachel,Dang,2009-12-23,University of Chicago,,34.4
Tina,Hoang,2011-06-16,,12,5.6
Minh,Pham,2009-07-17,,11,4.1
Maya,Bui,2010-01-17,University of Chicago,,17.0
Sang,Taylor,2009-08-09,Truong THPT Le Quy Don,12,20.5
Viet,Nguyen,,Truong THPT Le Quy Don,,16.1
Sang,Phan,2009-09-04,University of California,10,42.8
Paul,Phan,2010-05-21,Northwestern University,,15.6
Kelly,Ho,2008-05-29,Princeton University,Senior,46.8
Yen,Ly,,Truong THPT Nguyen Trai,,31.3
Minh,Dinh,,,Freshman,22.9
Catherine,Johnson,2011-06-22,,11,8.2
Olivia,Jones,2008-01-30,Truong THPT Le Loi,Senior,2.8
Catherine,Miller,2009-04-27,Truong THPT Vo Thi Sau,9,34.7
An,Truong,2011-10-13,Truong THPT Vo Thi Sau,12,5.1
Sam,Smith,2010-07-17,Yale University,,12.1
Yen,Johnson,2008-07-01,Yale University,Sophomore,41.5
An,Dong,,University of California,Junior,10.4
Sang,Dang,,Truong THPT Nguyen Trai,,15.0
Em,Duong,2010-04-28,,,7.4
Minh,Wilson,2011-02-01,Northwestern University,,17.6
Uyen,Anderson,2011-09-14,,,12.9
Nam,Martin,2010-04-25,Yale University,11,0.1
Minh,Gonzalez,2007-12-19,,12,24.8
Chi,Dang,2008-11-01,Truong THPT Quang Trung,,14.6
Linh,Anderson,2011-05-18,Truong THPT Quang Trung,9,36.5
Brian,Miller,2010-08-15,,10,16.1
Nam,Williams,2008-11-29,Truong THPT Tran Phu,9,8.9
Rachel,Taylor,,Truong THPT Le Quy Don,Sophomore,33.5
An,Vo,,Truong THPT Le Loi,9,5.9
Khanh,Ngo,,Truong THPT Hai Ba Trung,Senior,34.4
Minh,Martin,2009-07-08,,Freshman,23.2
Sam,Martinez,2009-06-16,Princeton University,Freshman,40.6
David,Ho,2011-06-15,,Sophomore,47.7
Frank,Hoang,2010-07-17,Duke University,,15.9
David,Truong,2011-01-07,,,42.3
Viet,Vo,2008-09-02,,Senior,46.1
Paul,Miller,2009-11-05,Truong THPT Tran Phu,,37.5
Rachel,Jones,2009-06-17,University of California,,45.5
Sang,Wilson,2008-08-25,,Junior,12.5
Quang,Bui,2010-03-04,,11,43.1
Quang,Taylor,2009-08-07,Truong THPT Hai Ba Trung,Junior,48.8
Sam,Le,2008-03-12,Truong THPT Ly Tu Trong,12,13.6
Viet,Martinez,2008-01-03,,Freshman,20.3
Jack,Nguyen,2009-09-21,Truong THPT Nguyen Du,10,9.6
Liam,Jones,2009-06-28,Northwestern University,,24.5
Binh,Nguyen,2009-06-12,,,17.8
Giang,Davis,2008-06-08,University of Chicago,12,40.9
Binh,Ngo,2009-11-14,Truong THPT Le Loi,12,37.0
Linh,Dang,2008-06-11,Northwestern University,10,36.1
Uyen,Phan,,Truong THPT Hai Ba Trung,Freshman,11.1
Frank,Lopez,2008-05-31,,,2.0
Tina,Pham,2009-01-12,Columbia University,10,26.8
Rachel,Nguyen,2010-02-08,,,7.6
Grace,Davis,2008-09-08,Truong THPT Nguyen Hue,12,18.3
Yen,Tran,2010-12-30,,12,34.6
Rachel,Williams,2008-11-02,,12,35.3
Catherine,Do,2010-10-12,,9,1.0
Olivia,Le,2008-10-29,Columbia University,Sophomore,46.3
Giang,Duong,2008-01-09,Princeton University,11,13.4
Brian,Miller,,Truong THPT Vo Thi Sau,,34.9
Olivia,Vo,2009-03-16,University of California,,29.5
Sang,Davis,2009-12-21,University of Chicago,,37.8
Emma,Do,,,Junior,2.0
Nam,Gonzalez,2009-11-11,Truong THPT Tran Phu,,41.9
Thu,Dong,,Princeton University,11,37.8
An,Miller,2010-05-17,Truong THPT Ly Tu Trong,Senior,19.8
Henry,Truong,2010-12-11,Duke University,,28.2
Binh,Phung,2010-04-14,Northwestern University,10,6.5
Noah,Phan,2010-11-26,Truong THPT Nguyen Trai,Junior,21.7
David,Dang,2011-03-08,University of Chicago,Freshman,35.9
Kelly,Jackson,2008-12-27,Truong THPT Ly Tu Trong,Junior,34.9
Jack,Miller,2007-12-15,,,39.1
Nam,Truong,2009-12-23,MIT,,31.0
Oanh,Le,,,,46.3
Yen,Hoang,2010-04-29,Columbia University,,11.9
Xuan,Dinh,2010-02-10,Truong THPT Le Loi,,31.0
Em,Do,2008-01-20,,11,29.2
Maya,Vu,2007-11-01,Truong THPT Le Loi,10,32.1
Chi,Davis,2008-12-03,University of California,12,18.5
Quang,Taylor,2010-08-16,,9,26.0
Linh,Martin,2010-02-26,,Senior,12.2
Duc,Garcia,2009-10-25,,11,5.4
Tina,Vu,,,10,44.2
Liam,Gonzalez,2008-01-21,,11,26.1
Yen,Taylor,2008-05-25,Duke University,,35.6
Yen,Phan,2009-09-13,Truong THPT Tran Phu,12,48.1
Paul,Tran,2009-03-09,Truong THPT Le Quy Don,9,20.7
Rachel,Vo,2010-09-22,Truong THPT Hai Ba Trung,11,5.3
Xuan,Vo,2009-05-21,Truong THPT Nguyen Du,,46.6
Viet,Davis,,Northwestern University,,9.3
Phong,Duong,2008-06-27,Harvard University,Senior,24.0
Binh,Brown,2008-02-15,Harvard University,10,29.6
Grace,Anderson,2010-04-17,,,34.0
Quinn,Phan,2011-07-24,University of Chicago,10,47.4
Xuan,Vu,2010-03-08,,,46.4
Rachel,Le,2011-03-07,Yale University,,39.4
Yen,Jones,2008-07-17,Truong THPT Vo Thi Sau,Junior,44.3
Linh,Pham,2009-01-18,Stanford University,Senior,42.6
Thu,Duong,2008-09-09,Truong THPT Quang Trung,Sophomore,15.0
Jack,Jones,2010-04-30,Northwestern University,Freshman,30.3
Linh,Ho,2008-05-29,Columbia University,Freshman,29.1
Nam,Thomas,2008-12-23,Truong THPT Hai Ba Trung,,29.6
Binh,Jones,,Truong THPT Nguyen Hue,9,47.9
Noah,Hernandez,2010-07-02,Truong THPT Le Loi,,27.5
Emma,Phan,2009-12-25,,,43.1
Uyen,Anderson,2008-01-15,Truong THPT Tran Phu,Sophomore,18.3
Yen,Nguyen,2009-02-19,MIT,,33.8
Tina,Dong,2011-10-17,Truong THPT Ly Tu Trong,11,4.4
Oanh,Wilson,2009-05-02,Truong THPT Quang Trung,9,2.6
David,Do,2008-10-08,University of California,,0.7
Kelly,Rodriguez,2010-04-11,Princeton University,Senior,36.7
Xuan,Jackson,2008-04-25,,Junior,31.7
Hoa,Pham,,Columbia University,12,30.3
Jack,Anderson,2009-06-11,Truong THPT Nguyen Trai,12,17.7
David,Thomas,2010-09-28,Northwestern University,,7.1
Olivia,Dong,2009-04-27,University of Chicago,,22.0
Hoa,Brown,2009-03-08,Truong THPT Hai Ba Trung,9,4.0
Phong,Martin,,,,45.0
Khanh,Lopez,2008-11-10,Truong THPT Vo Thi Sau,,14.9
Em,Rodriguez,2010-01-02,Duke University,Freshman,27.4
Duc,Dang,2008-09-28,,9,10.3
Binh,Dang,2008-07-07,Truong THPT Le Quy Don,,30.6
Chi,Martinez,2010-03-12,Truong THPT Nguyen Trai,9,47.5
Emma,Pham,,Truong THPT Quang Trung,,29.1
Duc,Moore,2008-05-17,Truong THPT Vo Thi Sau,,8.4
Brian,Smith,,MIT,,47.7
Sam,Lopez,2008-10-17,Stanford University,,36.6
Liam,Williams,2008-07-28,Harvard University,,34.2
Jack,Lopez,2010-05-23,Truong THPT Tran Phu,,45.2
Yen,Bui,2009-11-23,Harvard University,Sophomore,44.9
David,Anderson,2011-08-26,,,1.6
Hoa,Vo,2010-06-06,Truong THPT Ly Tu Trong,Sophomore,32.1
Henry,Davis,2008-09-11,,,31.4
Binh,Pham,2008-10-16,,Senior,28.6
Emma,Martinez,,,,21.6
Binh,Johnson,2009-09-12,Truong THPT Le Loi,,33.9
Uyen,Bui,,,11,22.1
Oanh,Ly,2011-10-21,University of California,,8.6
Ivy,Ly,2010-10-10,,Senior,42.2
Kelly,Moore,2010-04-17,Truong THPT Hai Ba Trung,Freshman,30.0
Catherine,Ho,2011-10-10,Truong THPT Tran Phu,,34.1
Phong,Dong,2008-01-14,,12,8.1
Kelly,Thomas,,,,36.6
Henry,Smith,,,12,9.6
Brian,Tran,2008-01-12,Truong THPT Vo Thi Sau,,30.2
Nam,Dong,,Truong THPT Quang Trung,Sophomore,7.6
Hoa,Williams,2009-07-07,,9,34.6
Maya,Johnson,2008-12-09,Harvard University,Senior,22.9
Liam,Le,2011-08-26,,11,25.9
Grace,Bui,2008-01-17,Northwestern University,9,14.0
Paul,Jackson,2008-02-20,Truong THPT Hai Ba Trung,,4.2
Quang,Anderson,2008-12-02,,,21.1
Catherine,Martin,2008-04-22,,,3.2
Viet,Anderson,,,11,4.9
Yen,Moore,,University of Chicago,10,4.6
Uyen,Williams,2010-09-19,,12,0.3
Nam,Vo,2010-05-28,Yale University,Junior,42.3
Yen,Tran,2010-04-13,Northwestern University,,35.6
Kelly,Ly,2010-02-11,Truong THPT Quang Trung,12,23.3
Catherine,Bui,2010-09-10,Stanford University,Freshman,24.5
Minh,Ho,2011-04-03,,Junior,41.1
Kelly,Lopez,2011-07-21,Columbia University,Freshman,46.2
Em,Phung,2009-06-23,Truong THPT Nguyen Du,12,21.2
Quinn,Jones,2008-11-18,,,11.9
Yen,Wilson,2010-11-23,Columbia University,Sophomore,17.6
Khanh,Martin,2010-01-04,,Senior,15.3
Emma,Smith,2009-11-21,,,42.8
Emma,Martinez,,Columbia University,Junior,48.1
Catherine,Jackson,2011-03-01,,,0.3
Frank,Phan,2010-08-27,,Sophomore,41.3
An,Ho,2010-05-29,Truong THPT Ly Tu Trong,10,22.9
Oanh,Nguyen,,Truong THPT Nguyen Du,,29.2
An,Duong,2009-01-20,,Junior,19.1
Liam,Anderson,2009-03-01,Columbia University,Sophomore,13.8
Linh,Moore,2011-10-05,Truong THPT Nguyen Hue,,46.3
Frank,Hernandez,2008-06-29,MIT,,7.5
Maya,Phan,,,Senior,29.2
Tina,Williams,2011-05-06,University of Chicago,,30.0
Noah,Thomas,,Stanford University,9,39.1
Giang,Jones,,Truong THPT Ly Tu Trong,,7.3
Ivy,Garcia,,,,35.1
Duc,Taylor,2011-01-24,Truong THPT Nguyen Hue,9,35.9
Yen,Moore,,Truong THPT Ly Tu Trong,Freshman,43.9
Em,Do,2010-07-12,Truong THPT Vo Thi Sau,10,36.2
Paul,Ly,2010-12-23,Truong THPT Vo Thi Sau,11,29.8
Sam,Dinh,2008-11-18,Truong THPT Nguyen Du,Freshman,37.0
Viet,Ngo,2009-10-09,Truong THPT Hai Ba Trung,Junior,2.3
Binh,Jackson,2011-04-25,Truong THPT Ly Tu Trong,10,16.7
An,Garcia,2010-08-25,,Senior,6.5
Duc,Rodriguez,2008-04-15,,10,10.4
Phong,Anderson,2011-09-20,,9,26.5
Jack,Martin,2007-11-17,Truong THPT Vo Thi Sau,,3.6
Giang,Ngo,2009-07-21,Truong THPT Ly Tu Trong,,40.8
Uyen,Phan,2011-07-09,Truong THPT Tran Phu,,37.1
Henry,Johnson,,Truong THPT Le Quy Don,,40.6
Chi,Anderson,2009-12-28,Columbia University,11,15.3
Rachel,Tran,2011-05-03,Northwestern University,10,30.1
Frank,Hoang,2010-03-23,Yale University,11,36.6
Noah,Garcia,2011-05-18,Stanford University,,29.5
Alex,Jones,2011-06-21,Truong THPT Quang Trung,,31.2
Tina,Davis,2009-11-12,,12,32.9
Tina,Dang,2010-07-03,,,4.4
Maya,Dang,2009-04-14,Duke University,Freshman,15.1
An,Le,2010-11-15,,,15.1
Chi,Ngo,2009-01-19,Truong THPT Nguyen Du,Freshman,27.5
Minh,Brown,,Truong THPT Quang Trung,Junior,2.5
Xuan,Gonzalez,,,,28.2
Linh,Duong,2010-05-04,Truong THPT Nguyen Du,Freshman,2.9
Kelly,Jackson,2010-05-07,Princeton University,,43.1
Frank,Dong,2008-07-01,Princeton University,Freshman,32.5
Binh,Vo,2008-08-20,Stanford University,,37.4
Noah,Pham,2007-12-05,Truong THPT Hai Ba Trung,Senior,36.4
Nam,Hernandez,2008-12-02,Columbia University,Sophomore,39.1
Rachel,Wilson,2010-04-24,University of Chicago,Freshman,47.2
Nam,Taylor,2011-03-10,Stanford University,,30.3
Brian,Vu,2011-06-17,,,26.7
Xuan,Anderson,2011-10-07,,9,2.5
Binh,Le,2010-10-17,Truong THPT Nguyen Trai,9,11.1
An,Dong,2010-03-31,Princeton University,,40.4
Chi,Miller,2010-03-25,Northwestern University,Sophomore,9.2
Jack,Anderson,2009-03-22,,,36.6
Oanh,Davis,2009-09-04,,,9.6
Linh,Johnson,2009-06-10,,12,5.2
Paul,Dong,2007-12-04,University of Chicago,Freshman,47.1
Xuan,Dang,2011-06-07,,10,13.2
Nam,Le,,Truong THPT Tran Phu,Senior,48.0
Chi,Gonzalez,2007-12-27,Truong THPT Nguyen Du,,11.8
Rachel,Phung,,Columbia University,,13.9
Chi,Dong,,Yale University,10,16.5
Paul,Ho,,,Freshman,35.9
Viet,Martinez,,University of California,11,38.9
Emma,Dinh,2011-01-16,,,6.3
Noah,Gonzalez,2008-11-25,Columbia University,11,17.5
Nam,Moore,,,12,2.5
Hoa,Garcia,2008-12-13,Princeton University,Sophomore,37.3
Ivy,Williams,2007-12-15,Truong THPT Tran Phu,,2.7
Minh,Williams,2008-04-16,MIT,,40.0
Thu,Jackson,2011-09-14,University of California,Sophomore,7.3
Hoa,Tran,2008-07-25,Northwestern University,Junior,29.6
Quang,Dong,2011-04-23,,9,17.7
Maya,Phan,2011-02-25,,12,7.8
An,Dong,2010-05-21,Truong THPT Le Quy Don,,25.8
Maya,Ho,2008-09-18,,9,25.7
Catherine,Ngo,,Princeton University,Senior,14.6
Frank,Taylor,2009-11-09,Truong THPT Tran Phu,,12.3
Viet,Hoang,2008-09-28,Truong THPT Vo Thi Sau,,14.0
Hoa,Ngo,,Yale University,12,39.3
Emma,Vo,2009-01-14,Truong THPT Nguyen Hue,Senior,40.6
Em,Taylor,2008-07-06,Princeton University,Freshman,32.3
Liam,Thomas,2008-08-03,Truong THPT Nguyen Du,Senior,30.2
Chi,Johnson,2010-12-24,Truong THPT Vo Thi Sau,12,15.4
Jack,Bui,2009-05-28,Harvard University,11,34.1
Emma,Tran,2011-03-02,,,20.4
Ivy,Ho,2010-05-23,,,13.7
Yen,Davis,2010-11-03,,Freshman,3.8
Rachel,Davis,2011-07-05,University of California,,49.9
Noah,Do,2010-05-29,Truong THPT Hai Ba Trung,Senior,14.2
Kelly,Davis,,,,19.5
Duc,Anderson,2009-12-01,,11,20.2
David,Pham,2008-11-16,Truong THPT Nguyen Hue,Freshman,33.9
Paul,Phan,2008-06-16,,11,4.4
Quang,Lopez,,,,31.1
Minh,Hoang,2008-01-06,Truong THPT Le Loi,Freshman,19.5
Uyen,Tran,2011-09-27,,Senior,16.6
Oanh,Rodriguez,2009-10-03,Truong THPT Nguyen Du,Junior,6.1
Grace,Vu,2008-03-05,,10,15.9
Khanh,Vo,,,Sophomore,5.1
Quinn,Moore,2009-04-12,,10,32.1
Yen,Pham,2009-04-03,,Sophomore,35.8
Viet,Thomas,2011-08-16,Stanford University,Sophomore,20.9
Tina,Jackson,2011-10-14,Truong THPT Quang Trung,,41.7
Viet,Dang,2008-11-17,University of Chicago,9,29.5
Liam,Davis,2010-01-17,,Senior,32.0
Tina,Jackson,2010-02-19,Truong THPT Le Quy Don,,2.8
Giang,Martin,2008-11-23,Truong THPT Quang Trung,,33.9
Thu,Smith,,Truong THPT Nguyen Hue,9,16.1
David,Jones,2010-12-31,,,32.4
Giang,Dang,2011-07-27,Truong THPT Quang Trung,,43.6
Grace,Hernandez,2010-05-29,,Junior,43.3
Duc,Lopez,2010-03-20,,10,26.2
David,Martin,2011-08-24,Northwestern University,,17.3
Catherine,Hernandez,2011-01-15,,,28.8
Brian,Brown,,Truong THPT Nguyen Du,Freshman,0.4
Emma,Ngo,2010-02-11,Stanford University,Freshman,6.8
Brian,Williams,2008-11-27,Truong THPT Vo Thi Sau,,13.1
Uyen,Truong,2009-10-07,,Junior,4.4
Ivy,Thomas,2008-07-05,MIT,,11.1
Uyen,Truong,,Truong THPT Vo Thi Sau,11,2.5
Noah,Johnson,2008-10-01,Stanford University,12,7.1
Duc,Ngo,2009-05-21,Duke University,,23.7
Sang,Miller,2009-10-26,Truong THPT Le Quy Don,10,22.7
Paul,Dinh,2011-09-14,Columbia University,,6.0
Thu,Nguyen,2010-02-25,,,4.7
Quang,Miller,,,12,41.3
Uyen,Wilson,2010-08-26,Truong THPT Quang Trung,,5.1
David,Martin,2010-12-13,,,23.6
Linh,Smith,2011-02-05,,Junior,16.0
Kelly,Vo,2008-12-31,,Senior,17.3
Oanh,Anderson,2011-01-05,,10,28.6
Kelly,Hernandez,,,Junior,45.7
Henry,Rodriguez,2009-09-11,,,14.5
Tina,Hoang,2009-06-13,Truong THPT Tran Phu,,30.6
Em,Dang,2010-06-08,,12,36.4
Khanh,Garcia,2010-04-08,Columbia University,12,28.2
Em,Johnson,,Truong THPT Hai Ba Trung,,39.5
Yen,Smith,,University of California,11,22.8
Uyen,Phan,2011-06-06,Yale University,Senior,21.5
Thu,Le,,,,8.9
Viet,Dang,2008-06-18,Truong THPT Quang Trung,,27.6
Uyen,Garcia,2011-07-12,,,15.5
Thu,Martinez,2010-02-11,Yale University,,24.9
Jack,Vo,2010-01-20,,11,21.5
Oanh,Moore,2008-05-09,Truong THPT Le Loi,12,5.2
Thu,Miller,,Stanford University,,9.6
Viet,Hernandez,2010-12-28,Truong THPT Hai Ba Trung,,21.2
Maya,Smith,2011-04-29,Truong THPT Quang Trung,,2.5
Liam,Ngo,2008-05-18,University of California,Senior,36.8
Paul,Pham,2010-10-15,Duke University,10,46.5
Noah,Truong,2008-12-18,,12,39.2
Khanh,Ho,2009-09-10,Stanford University,10,16.6
Liam,Martinez,2008-06-18,Truong THPT Nguyen Trai,,9.7
Giang,Thomas,,,12,11.9
Emma,Thomas,,Truong THPT Nguyen Hue,,35.9
Viet,Ngo,,Truong THPT Nguyen Du,Junior,34.8
Yen,Dinh,2008-06-02,,11,26.4
Ivy,Lopez,2011-03-05,Truong THPT Quang Trung,9,6.8
Em,Tran,2010-09-15,Stanford University,,46.5
Uyen,Duong,2009-12-19,Truong THPT Ly Tu Trong,12,38.2
Henry,Ngo,,Harvard University,12,48.4
Liam,Brown,2009-08-12,Princeton University,9,9.2
Sang,Smith,2010-08-27,Truong THPT Nguyen Trai,,2.6
Quang,Miller,2011-03-17,Yale University,Freshman,9.2
Quang,Nguyen,,,12,49.8
Thu,Dong,2010-07-31,University of Chicago,Sophomore,3.9
Catherine,Dang,2011-06-22,Truong THPT Vo Thi Sau,,14.3
Brian,Davis,,University of Chicago,,10.6
Giang,Anderson,2010-05-26,Princeton University,Junior,0.2
Yen,Williams,,,,40.2
Jack,Miller,2010-06-24,Truong THPT Vo Thi Sau,Junior,11.3
Hoa,Tran,2009-10-17,Yale University,,44.6
Linh,Lopez,2010-01-18,Truong THPT Tran Phu,Sophomore,0.8
Kelly,Dinh,2008-11-25,University of Chicago,Freshman,2.3
Quang,Ho,2009-02-14,University of Chicago,12,11.9
Duc,Dang,2008-07-28,,9,24.2
Quinn,Johnson,2011-08-11,,Freshman,13.6
Giang,Dinh,2007-11-23,Truong THPT Nguyen Du,Freshman,0.4
Minh,Phan,2011-03-16,Truong THPT Nguyen Hue,,42.8
Oanh,Brown,2010-03-13,MIT,9,10.5
Yen,Anderson,2011-02-15,Truong THPT Tran Phu,11,29.6
Hoa,Hoang,,Truong THPT Vo Thi Sau,,13.3
Phong,Jones,,Harvard University,,21.1
Maya,Phan,2009-10-03,Yale University,,1.8
Jack,Vu,,Columbia University,Junior,34.8
Minh,Tran,,Truong THPT Hai Ba Trung,Freshman,27.3
Chi,Ngo,2009-03-31,Princeton University,Senior,9.5
Viet,Bui,,Truong THPT Hai Ba Trung,9,19.5
Duc,Smith,2010-10-15,,,42.7
Brian,Lopez,2011-04-25,Truong THPT Vo Thi Sau,,49.1
Catherine,Dinh,2008-05-27,Princeton University,,8.7
Paul,Vu,2011-09-23,University of Chicago,Sophomore,10.6
Yen,Rodriguez,2009-02-09,Columbia University,,44.1
Quinn,Garcia,2009-10-31,Truong THPT Tran Phu,,19.7
Nam,Vo,2010-05-26,Yale University,11,11.0
Noah,Phan,2010-07-20,,11,40.3
Uyen,Rodriguez,2010-07-23,Princeton University,9,19.5
David,Ho,,Yale University,Sophomore,7.2
Linh,Miller,2008-03-09,,Sophomore,35.3
Sam,Dong,2009-09-03,Truong THPT Le Quy Don,,1.2
David,Davis,2010-07-15,Duke University,Senior,17.9
Giang,Dang,2010-08-24,Princeton University,Senior,42.3
Catherine,Hernandez,2010-07-10,,Freshman,12.8
Xuan,Garcia,2008-06-24,Truong THPT Le Quy Don,,17.5
Jack,Tran,2008-03-06,Truong THPT Vo Thi Sau,,23.2
Emma,Gonzalez,2010-06-27,Harvard University,Sophomore,3.4
Kelly,Ho,2009-01-28,Truong THPT Tran Phu,,1.6
Giang,Hernandez,2008-03-26,Truong THPT Nguyen Hue,,35.0
Binh,Bui,2011-06-29,,,43.9
Giang,Nguyen,2010-12-06,,,42.8
Jack,Gonzalez,2011-10-18,,Freshman,9.2
Brian,Taylor,,MIT,,8.7
Giang,Williams,2009-02-09,Truong THPT Ly Tu Trong,12,45.2
An,Vu,2010-02-26,Duke University,10,27.1
Grace,Brown,,,Senior,35.5
Hoa,Pham,,Columbia University,Senior,15.0
Khanh,Ho,,Northwestern University,,15.8
Grace,Dang,2011-04-11,University of Chicago,,43.9
Xuan,Ngo,2009-09-21,University of Chicago,Sophomore,17.6
Jack,Ho,2009-05-21,,,15.7
Binh,Rodriguez,2008-02-24,,,48.7
Viet,Miller,2011-02-09,,12,43.6
